word_index	level	word	pinyin	part_of_speech	pinyin_numbered	pinyin_cc-cedict	traditional_cc-cedict	definition_cc-cedict
4197	6	活力	huólì	名	huo2 li4	huo2 li4	活力	energy/vitality/vigor/vital force
4198	6	活跃	huóyuè	形、动	huo2 yue4	huo2 yue4	活躍	active/lively/excited/to enliven/to brighten up
4199	6	火柴	huǒchái	名	huo3 chai2	huo3 chai2	火柴	match (for lighting fire)/CL:根[gen1],盒[he2]
4200	6	火灾	huǒzāi	名	huo3 zai1	huo3 zai1	火災	serious fire (in a city or a forest etc)
4201	6	货币	huòbì	名	huo4 bi4	huo4 bi4	貨幣	currency/monetary/money
4202	6	货车	huòchē	名	huo4 che1	huo4 che1	貨車	truck/van/freight wagon
4203	6	击败	jībài	动	ji1 bai4	ji1 bai4	擊敗	to defeat/to beat
4204	6	基地	jīdì	名	ji1 di4	ji1 di4	基地	al-Qaeda/base (of operations, industrial, military, research etc)
4205	6	机动车	jīdòngchē	名	ji1 dong4 che1	ji1 dong4 che1	機動車	motor vehicle
4206	6	饥饿	jī’è	形	ji1 e4	ji1 e4	飢餓	hunger/starvation/famine
4207	6	激发	jīfā	动	ji1 fa1	ji1 fa1	激發	to arouse/to stimulate/(physics) to excite
4208	6	基金	jījīn	名	ji1 jin1	ji1 jin1	基金	fund
4209	6	激励	jīlì	动	ji1 li4	ji1 li4	激勵	to encourage/to urge/motivation/incentive
4210	6	激情	jīqíng	名	ji1 qing2	ji1 qing2	激情	passion/fervor/enthusiasm/strong emotion
4211	6	机械	jīxiè	名、形	ji1 xie4	ji1 xie4	機械	machine/machinery/mechanical/(old) cunning/scheming
4212	6	基因	jīyīn	名	ji1 yin1	ji1 yin1	基因	gene (loanword)
4213	6	机遇	jīyù	名	ji1 yu4	ji1 yu4	機遇	opportunity; favorable turn of events; stroke of luck
4214	6	机制	jīzhì	名	ji1 zhi4	ji1 zhi4	機制/機製	machine-processed; machine-made/mechanism
4215	6	即便	jíbiàn	连	ji2 bian4	ji2 bian4	即便	even if/even though/right away/immediately
4216	6	极端	jíduān	名、副、形	ji2 duan1	ji2 duan1	極端	extreme
4217	6	急救	jíjiù	动	ji2 jiu4	ji2 jiu4	急救	to give emergency treatment/first aid
4218	6	急切	jíqiè	形	ji2 qie4	ji2 qie4	急切	eager/impatient
4219	6	集团	jítuán	名	ji2 tuan2	ji2 tuan2	集團	group/bloc/corporation/conglomerate
4220	6	极为	jíwéi	副	ji2 wei2	ji2 wei2	極為	extremely; exceedingly
4221	6	吉祥	jíxiáng	形	ji2 xiang2	ji2 xiang2	吉祥	lucky/auspicious/propitious
4222	6	继承	jìchéng	动	ji4 cheng2	ji4 cheng2	繼承	to inherit/to succeed to (the throne etc)/to carry on (a tradition etc)
4223	6	季军	jìjūn	名	ji4 jun1	ji4 jun1	季軍	third in a race/bronze medalist
4224	6	纪律	jìlǜ	名	ji4 lü4	ji4 lü4	紀律	discipline
4225	6	寂寞	jìmò	形	ji4 mo4	ji4 mo4	寂寞	lonely/lonesome/(of a place) quiet/silent
4226	6	技巧	jìqiǎo	名	ji4 qiao3	ji4 qiao3	技巧	skill/technique
4227	6	技艺	jìyì	名	ji4 yi4	ji4 yi4	技藝	skill/art
4228	6	夹	jiā	动	jia1	jia1	夾	to press from either side/to place in between/to sandwich/to carry sth under armpit/wedged between/between/to intersperse/to mix/to mingle/clip/folder/Taiwan pr. [jia2]
4229	6	加倍	jiābèi	动、副	jia1 bei4	jia1 bei4	加倍	to double/to redouble
4230	6	家常	jiācháng	名	jia1 chang2	jia1 chang2	家常	the daily life of a family
4231	6	家家户户	jiājiāhùhù	名	jia1 jia1 hu4 hu4	jia1 jia1 hu4 hu4	家家戶戶	each and every family (idiom)/every household
4232	6	加剧	jiājù	动	jia1 ju4	jia1 ju4	加劇	to intensify
4233	6	家居	jiājū	名	jia1 ju1	jia1 ju1	家居	home; residence/to stay at home (unemployed)
4234	6	家属	jiāshǔ	名	jia1 shu3	jia1 shu3	家屬	family member/(family) dependent
4235	6	加以	jiāyǐ	动、连	jia1 yi3	jia1 yi3	加以	in addition/moreover/(used before a disyllabic verb to indicate that the action of the verb is applied to sth or sb previously mentioned)/to apply (restrictions etc) to (sb)/to give (support, consideration etc) to (sth)
4236	6	家园	jiāyuán	名	jia1 yuan2	jia1 yuan2	家園	home/homeland
4237	6	加重	jiāzhòng	动	jia1 zhong4	jia1 zhong4	加重	to make heavier/to emphasize/(of an illness etc) to become more serious/to aggravate (a bad situation)/to increase (a burden, punishment etc)
4238	6	假设	jiǎshè	动、名	jia3 she4	jia3 she4	假設	to suppose/to presume/to assume/supposing that .../if/hypothesis/conjecture
4239	6	嫁	jià	动	jia4	jia4	嫁	(of a woman) to marry/to marry off a daughter/to shift (blame etc)
4240	6	尖	jiān	形、名	jian1	jian1	尖	pointed; tapering; sharp/(of a sound) shrill; piercing/(of one's hearing, sight etc) sharp; acute; keen/to make (one's voice) shrill/sharp point; tip/the best of sth; the cream of the crop
4241	6	肩膀	jiānbǎng	名	jian1 bang3	jian1 bang3	肩膀	shoulder
4242	6	监测	jiāncè	动	jian1 ce4	jian1 ce4	監測	to monitor
4243	6	坚定	jiāndìng	形、动	jian1 ding4	jian1 ding4	堅定	firm/steady/staunch/resolute
4244	6	监督	jiāndū	动	jian1 du1	jian1 du1	監督	to control/to supervise/to inspect
4245	6	坚固	jiāngù	形	jian1 gu4	jian1 gu4	堅固	firm/firmly/hard/stable
4246	6	坚决	jiānjué	形	jian1 jue2	jian1 jue2	堅決	firm; resolute; determined
4247	6	艰难	jiānnán	形	jian1 nan2	jian1 nan2	艱難	difficult/hard/challenging
4248	6	艰辛	jiānxīn	形	jian1 xin1	jian1 xin1	艱辛	hardships/arduous/difficult
4249	6	坚硬	jiānyìng	形	jian1 ying4	jian1 ying4	堅硬	hard/solid
4250	6	兼职	jiānzhí	动、名	jian1 zhi2	jian1 zhi2	兼職	to hold concurrent posts/concurrent job/moonlighting
4251	6	检测	jiǎncè	动	jian3 ce4	jian3 ce4	檢測	to detect/to test/detection/sensing
4252	6	简化	jiǎnhuà	动	jian3 hua4	jian3 hua4	簡化	to simplify
4253	6	简介	jiǎnjiè	动、名	jian3 jie4	jian3 jie4	簡介	summary/brief introduction
4254	6	减弱	jiǎnruò	动	jian3 ruo4	jian3 ruo4	減弱	to weaken; to diminish
4255	6	减压	jiǎnyā	动	jian3 ya1	jian3 ya1	減壓	to reduce pressure/to relax
4256	6	检验	jiǎnyàn	动	jian3 yan4	jian3 yan4	檢驗	to inspect/to examine/to test
4257	6	剑	jiàn	名	jian4	jian4	劍/劒	double-edged sword/CL:口[kou3],把[ba3]/classifier for blows of a sword/variant of 劍|剑[jian4]
4258	6	箭	jiàn	名	jian4	jian4	箭	arrow/CL:支[zhi1]
4259	6	鉴定	jiàndìng	动、名	jian4 ding4	jian4 ding4	鑑定	to examine sth to determine its authenticity, quality, value etc; to appraise; to evaluate; to authenticate
4260	6	间隔	jiàngé	名、动	jian4 ge2	jian4 ge2	間隔	gap/interval/compartment/to divide/to separate/to leave a gap of (two weeks, three meters etc)
4261	6	间接	jiànjiē	形	jian4 jie1	jian4 jie1	間接	indirect
4262	6	健全	jiànquán	形、动	jian4 quan2	jian4 quan2	健全	robust/sound
4263	6	建筑物	jiànzhùwù	名	jian4 zhu4 wu4	jian4 zhu4 wu4	建築物	building/structure/edifice
4264	6	将军	jiāngjūn	名	jiang1 jun1	jiang1 jun1	將軍	(common place name)/general/high-ranking military officer/to check or checkmate/fig. to embarrass/to challenge/to put sb on the spot
4265	6	讲解	jiǎngjiě	动	jiang3 jie3	jiang3 jie3	講解	to explain
4266	6	奖牌	jiǎngpái	名	jiang3 pai2	jiang3 pai2	獎牌	medal (awarded as a prize)
4267	6	奖品	jiǎngpǐn	名	jiang3 pin3	jiang3 pin3	獎品	award/prize
4268	6	酱	jiàng	名、动	jiang4	jiang4	醬	thick paste of fermented soybean/marinated in soy paste/paste/jam
4269	6	酱油	jiàngyóu	名	jiang4 you2	jiang4 you2	醬油	soy sauce
4270	6	胶带	jiāodài	名	jiao1 dai4	jiao1 dai4	膠帶	adhesive tape/magnetic tape
4271	6	焦点	jiāodiǎn	名	jiao1 dian3	jiao1 dian3	焦點	(lit. and fig.) focal point; focus
4272	6	交际	jiāojì	动	jiao1 ji4	jiao1 ji4	交際	communication/social intercourse
4273	6	焦虑	jiāolǜ	形	jiao1 lü4	jiao1 lü4	焦慮	anxious/worried/apprehensive
4274	6	胶水	jiāoshuǐ	名	jiao1 shui3	jiao1 shui3	膠水	glue
4275	6	交谈	jiāotán	动	jiao1 tan2	jiao1 tan2	交談	to discuss; to converse/chat; discussion
4276	6	郊外	jiāowài	名	jiao1 wai4	jiao1 wai4	郊外	outskirts
4277	6	角落	jiǎoluò	名	jiao3 luo4	jiao3 luo4	角落	corner (of a room, courtyard etc)/(fig.) remote spot; nook
4278	6	脚印	jiǎoyìn	名	jiao3 yin4	jiao3 yin4	腳印	footprint
4279	6	较为	jiàowéi	副	jiao4 wei2	jiao4 wei2	較為	comparatively/relatively/fairly
4280	6	教训	jiàoxùn	动、名	jiao4 xun4	jiao4 xun5	教訓	to provide guidance; to lecture sb; to upbraid/a talking-to; a bitter lesson/CL:番[fan1],頓|顿[dun4]
4281	6	结	jiē	动	jie1	jie1	結	(of a plant) to produce (fruit or seeds)/Taiwan pr. [jie2]
4282	6	结果	jiēguǒ	动	jie1 guo3	jie1 guo3	結果	to bear fruit
4283	6	接连	jiēlián	动、副	jie1 lian2	jie1 lian2	接連	on end/in a row/in succession
4284	6	结实	jiēshi	形	jie1 shi5	jie1 shi5	結實	rugged/sturdy/strong/durable/buff (physique)
4285	6	街头	jiētóu	名	jie1 tou2	jie1 tou2	街頭	street
4286	6	杰出	jiéchū	形	jie2 chu1	jie2 chu1	傑出	outstanding/distinguished/remarkable/prominent/illustrious
4287	6	节能	jiénéng	动	jie2 neng2	jie2 neng2	節能	to conserve energy; to minimize energy consumption
4288	6	结尾	jiéwěi	动、名	jie2 wei3	jie2 wei3	結尾	ending/coda/to wind up
4289	6	截至	jiézhì	动	jie2 zhi4	jie2 zhi4	截至	up to (a time)/by (a time)
4290	6	截止	jiézhǐ	动	jie2 zhi3	jie2 zhi3	截止	to end; to close/(electricity) cut-off
4291	6	节奏	jiézòu	名	jie2 zou4	jie2 zou4	節奏	rhythm/tempo/musical pulse/cadence/beat
4292	6	解	jiě	动	jie3	jie3	解	to divide/to break up/to split/to separate/to dissolve/to solve/to melt/to remove/to untie/to loosen/to open/to emancipate/to explain/to understand/to know/a solution/a dissection
4293	6	解答	jiědá	动	jie3 da2	jie3 da2	解答	to solve (a problem)/to resolve (a difficulty)/to provide an answer/solution/resolution/answer
4294	6	解读	jiědú	动	jie3 du2	jie3 du2	解讀	to decipher/to decode/to interpret
4295	6	解放	jiěfàng	动	jie3 fang4	jie3 fang4	解放	to liberate/to emancipate/liberation/refers to the Communists' victory over the Nationalists in 1949/CL:次[ci4]
4296	6	解说	jiěshuō	动	jie3 shuo1	jie3 shuo1	解說	to explain (verbally); to give a running commentary
4297	6	借鉴	jièjiàn	动	jie4 jian4	jie4 jian4	借鑒	to draw on (others' experience)/to learn from (how others do things)/lesson to be learned (by observing others)
4298	6	戒指	jièzhi	名	jie4 zhi5	jie4 zhi5	戒指	(finger) ring
4299	6	借助	jièzhù	动	jie4 zhu4	jie4 zhu4	借助	to draw support from/with the help of
4300	6	金额	jīn’é	名	jin1 e2	jin1 e2	金額	sum of money/monetary value
4301	6	金牌	jīnpái	名	jin1 pai2	jin1 pai2	金牌	gold medal/CL:枚[mei2]
4302	6	金钱	jīnqián	名	jin1 qian2	jin1 qian2	金錢	money/currency
4303	6	金融	jīnróng	名	jin1 rong2	jin1 rong2	金融	banking/finance/financial
4304	6	金属	jīnshǔ	名	jin1 shu3	jin1 shu3	金屬	metal/CL:種|种[zhong3]
4305	6	金子	jīnzi	名	jin1 zi5	jin1 zi5	金子	gold
4306	6	尽	jìn	动	jin4	jin4	盡	to use up/to exhaust/to end/to finish/to the utmost/exhausted/finished/to the limit (of sth)/all/entirely
4306	7-9	尽	jìn	副	jin4	jin4	盡	to use up/to exhaust/to end/to finish/to the utmost/exhausted/finished/to the limit (of sth)/all/entirely
4307	6	进而	jìn’ér	连	jin4 er2	jin4 er2	進而	and then (what follows next)
4308	6	进度	jìndù	名	jin4 du4	jin4 du4	進度	rate of progress
4309	6	进化	jìnhuà	动	jin4 hua4	jin4 hua4	進化	evolution/CL:個|个[ge4]
4310	6	近来	jìnlái	名	jin4 lai2	jin4 lai2	近來	recently/lately
4311	6	近视	jìnshì	形	jin4 shi4	jin4 shi4	近視	shortsighted/nearsighted/myopia
4312	6	进展	jìnzhǎn	动	jin4 zhan3	jin4 zhan3	進展	to make headway; to make progress
4313	6	精美	jīngměi	形	jing1 mei3	jing1 mei3	精美	exquisite; elegant; fine
4314	6	精确	jīngquè	形	jing1 que4	jing1 que4	精確	accurate; precise
4315	6	惊人	jīngrén	形	jing1 ren2	jing1 ren2	驚人	astonishing
4316	6	经商	jīngshāng	动	jing1 shang1	jing1 shang1	經商	to trade/to carry out commercial activities/in business
4317	6	精通	jīngtōng	动	jing1 tong1	jing1 tong1	精通	to be proficient in/to master (a subject)
4318	6	精心	jīngxīn	形	jing1 xin1	jing1 xin1	精心	with utmost care/fine/meticulous/detailed
4319	6	惊讶	jīngyà	形	jing1 ya4	jing1 ya4	驚訝	amazed/astonished/to surprise/amazing/astonishment/awe
4320	6	精致	jīngzhì	形	jing1 zhi4	jing1 zhi4	精緻	delicate; fine; exquisite; refined
4321	6	精准	jīngzhǔn	形	jing1 zhun3	jing1 zhun3	精準	accurate/exact/precise/precision
4322	6	井	jǐng	名	jing3	jing3	井	Jing, one of the 28 constellations of Chinese astronomy/surname Jing/a well/CL:口[kou3]/neat/orderly
4323	6	警告	jǐnggào	动	jing3 gao4	jing3 gao4	警告	to warn/to admonish
4324	6	景观	jǐngguān	名	jing3 guan1	jing3 guan1	景觀	landscape
4325	6	景象	jǐngxiàng	名	jing3 xiang4	jing3 xiang4	景象	scene/sight (to behold)
4326	6	颈椎	jǐngzhuī	名	jing3 zhui1	jing3 zhui1	頸椎	cervical vertebra/the seven cervical vertebrae in the neck of humans and most mammals
4327	6	净	jìng	形、副	jing4	jing4	凈/淨	clean/completely/only/net (income, exports etc)/(Chinese opera) painted face male role/variant of 淨|净[jing4]
4328	6	竞赛	jìngsài	动	jing4 sai4	jing4 sai4	競賽	to compete; to race/contest; competition; match; race
4329	6	镜头	jìngtóu	名	jing4 tou2	jing4 tou2	鏡頭	camera lens/camera shot (in a movie etc)/scene
4330	6	纠纷	jiūfēn	名	jiu1 fen1	jiu1 fen1	糾紛	dispute
4331	6	纠正	jiūzhèng	动	jiu1 zheng4	jiu1 zheng4	糾正	to correct/to make right
4332	6	酒精	jiǔjīng	名	jiu3 jing1	jiu3 jing1	酒精	(coll.) ethanol; ethyl alcohol
4333	6	酒水	jiǔshuǐ	名	jiu3 shui3	jiu3 shui3	酒水	alcoholic and non-alcoholic beverages (e.g. on a menu)
4334	6	就读	jiùdú	动	jiu4 du2	jiu4 du2	就讀	to go to school
4335	6	舅舅	jiùjiu	名	jiu4 jiu5	jiu4 jiu5	舅舅	mother's brother/maternal uncle (informal)/CL:個|个[ge4]
4336	6	救命	jiùmìng	动	jiu4 ming4	jiu4 ming4	救命	to save sb's life/(interj.) Help!/Save me!
4337	6	就算	jiùsuàn	连	jiu4 suan4	jiu4 suan4	就算	(coll.) even if
4338	6	救援	jiùyuán	动	jiu4 yuan2	jiu4 yuan2	救援	to save/to support/to help/to assist
4339	6	救灾	jiùzāi	动	jiu4 zai1	jiu4 zai1	救災	to relieve disaster/to help disaster victims
4340	6	救助	jiùzhù	动	jiu4 zhu4	jiu4 zhu4	救助	to help sb in trouble/aid/assistance
4341	6	局1	jú	量	ju2	ju2	侷/局/跼	cramped; narrow/narrow/office/situation/classifier for games: match, set, round etc
4342	6	局2	jú	名	ju2	ju2	侷/局/跼	cramped; narrow/narrow/office/situation/classifier for games: match, set, round etc
4343	6	菊花	júhuā	名	ju2 hua1	ju2 hua1	菊花	chrysanthemum/(TCM) chrysanthemum flower/(slang) anus
4344	6	局面	júmiàn	名	ju2 mian4	ju2 mian4	局面	aspect/phase/situation
4345	6	局限	júxiàn	动	ju2 xian4	ju2 xian4	侷限/局限	to limit/to confine/to restrict sth within set boundaries/variant of 局限[ju2 xian4]
4346	6	举动	jǔdòng	名	ju3 dong4	ju3 dong4	舉動	act/action/activity/move/movement
4347	6	剧本	jùběn	名	ju4 ben3	ju4 ben3	劇本	script; screenplay; scenario; libretto
4348	6	聚集	jùjí	动	ju4 ji2	ju4 ji2	聚集	to assemble; to gather
4349	6	俱乐部	jùlèbù	名	ju4 le4 bu4	ju4 le4 bu4	俱樂部	(loanword) club (the organization or its premises)
4350	6	剧烈	jùliè	形	ju4 lie4	ju4 lie4	劇烈	violent; acute; severe; fierce
4351	6	捐款	juānkuǎn	动、名	juan1 kuan3	juan1 kuan3	捐款	to donate money/to contribute funds/donation/contribution (of money)
4352	6	捐赠	juānzèng	动	juan1 zeng4	juan1 zeng4	捐贈	to contribute (as a gift)/to donate/benefaction
4353	6	卷	juǎn	动、名、量	juan3	juan3	卷/捲	to roll up/(fig.) to sweep up; to engulf; to drag into (a situation)/(slang) to compete to an unhealthy degree; hypercompetitive/a roll/classifier for small rolled-up things (wad of paper money, movie reel etc)/to roll up/to sweep up; to carry along/a roll/classifier for rolls, spools etc
4354	6	卷	juàn	量、名	juan4	juan4	卷	scroll/book/volume/chapter/examination paper/classifier for books, paintings: volume, scroll
4355	6	决策	juécè	动、名	jue2 ce4	jue2 ce4	決策	strategic decision/decision-making/policy decision/to determine policy
4356	6	绝望	juéwàng	动	jue2 wang4	jue2 wang4	絕望	to despair/to give up all hope/desperate/desperation
4357	6	军队	jūnduì	名	jun1 dui4	jun1 dui4	軍隊	armed forces; troops/CL:支[zhi1],個|个[ge4]
4358	6	军人	jūnrén	名	jun1 ren2	jun1 ren2	軍人	serviceman/soldier/military personnel
4359	6	均匀	jūnyún	形	jun1 yun2	jun1 yun2	均勻	even/well-distributed/homogeneous/well-proportioned (figure, body etc)
4360	6	卡片	kǎpiàn	名	ka3 pian4	ka3 pian4	卡片	card
4361	6	开创	kāichuàng	动	kai1 chuang4	kai1 chuang4	開創	to initiate; to start; to found
4362	6	开关	kāiguān	名	kai1 guan1	kai1 guan1	開關	power switch/gas valve/to open the city (or frontier) gate/to open and close/to switch on and off
4363	6	开启	kāiqǐ	动	kai1 qi3	kai1 qi3	開啟	to start; to begin; to initiate (an era, process, journey etc)/(computing) to enable (a feature)/(of a system or device) to start operating automatically; to self-initiate/to open (sth that has been sealed)
4364	6	开设	kāishè	动	kai1 she4	kai1 she4	開設	to offer (goods or services)/to open (for business etc)
4365	6	开头	kāitóu	动、名	kai1 tou2	kai1 tou2	開頭	beginning/to start
4366	6	砍	kǎn	动	kan3	kan3	砍	to chop/to cut down/to throw sth at sb
4367	6	看不起	kànbuqǐ	动	kan4 bu5 qi3	kan4 bu5 qi3	看不起	to look down upon/to despise
4368	6	看待	kàndài	动	kan4 dai4	kan4 dai4	看待	to look upon; to regard
4369	6	看得起	kàndeqǐ	动	kan4 de5 qi3	kan4 de5 qi3	看得起	to show respect for/to think highly of
4370	6	看好	kànhǎo	动	kan4 hao3	kan4 hao3	看好	to regard as having good prospects
4371	6	看似	kànsì	动	kan4 si4	kan4 si4	看似	to look as if; to seem
4372	6	看中	kànzhòng	动	kan4 zhong4	kan4 zhong4	看中	to have a preference for/to fancy/to choose after consideration/to settle on
4373	6	看重	kànzhòng	动	kan4 zhong4	kan4 zhong4	看重	to regard as important; to value
4374	6	康复	kāngfù	动	kang1 fu4	kang1 fu4	康復	to recuperate/to recover (health)/to convalesce
4375	6	考察	kǎochá	动	kao3 cha2	kao3 cha2	考察	to inspect/to observe and study/on-the-spot investigation
4376	6	考古	kǎogǔ	动、名	kao3 gu3	kao3 gu3	考古	archaeology/to engage in archaeological studies
4377	6	考核	kǎohé	动	kao3 he2	kao3 he2	考核	to examine/to check up on/to assess/to review/appraisal/review/evaluation
4378	6	考验	kǎoyàn	动	kao3 yan4	kao3 yan4	考驗	to test/to put to the test/trial/ordeal
4379	6	科	kē	名	ke1	ke1	科	branch of study/administrative section/division/field/branch/stage directions/family (taxonomy)/rules/laws/to mete out (punishment)/to levy (taxes etc)/to fine sb/CL:個|个[ge4]
4380	6	科幻	kēhuàn	名	ke1 huan4	ke1 huan4	科幻	science fiction/abbr. for 科學幻想|科学幻想[ke1 xue2 huan4 xiang3]
4381	6	科目	kēmù	名	ke1 mu4	ke1 mu4	科目	academic subject/field of study
4382	6	科普	kēpǔ	动	ke1 pu3	ke1 pu3	科普	popularization of science (abbr. for 科學普及|科学普及[ke1 xue2 pu3 ji2])/(attributive) popular science/(coll.) to explain in layperson's terms
4383	6	可口	kěkǒu	形	ke3 kou3	ke3 kou3	可口	tasty; to taste good
4384	6	可怜	kělián	形、动	ke3 lian2	ke3 lian2	可憐	pitiful/pathetic/to have pity on
4385	6	渴望	kěwàng	动	ke3 wang4	ke3 wang4	渴望	to thirst for/to long for
